"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"El Dorado County, CA"	"06017"	"2013"	"2013"	187	181737	102.9	88.1	117.6	88.4	75.1	101.6
	"Fresno County, CA"	"06019"	"2009"	"2009"	691	921478	75.0	69.4	80.6	79.9	73.8	85.9
	"Fresno County, CA"	"06019"	"2010"	"2010"	636	930450	68.4	63.0	73.7	73.0	67.3	78.8
	"Fresno County, CA"	"06019"	"2011"	"2011"	674	942904	71.5	66.1	76.9	76.8	70.9	82.7
	"Fresno County, CA"	"06019"	"2012"	"2012"	719	947895	75.9	70.3	81.4	80.1	74.2	86.0
	"Fresno County, CA"	"06019"	"2013"	"2013"	735	955272	76.9	71.4	82.5	81.3	75.3	87.2
	"Glenn County, CA"	"06021"	"2009"	"2009"	29	28100	103.2	69.1	148.2	105.6	70.2	152.6
	"Glenn County, CA"	"06021"	"2010"	"2010"	37	28122	131.6	92.6	181.4	126.9	88.9	175.7
	"Glenn County, CA"	"06021"	"2011"	"2011"	32	28128	113.8	77.8	160.6	111.5	75.8	158.3
	"Glenn County, CA"	"06021"	"2012"	"2012"	19	27992	Unreliable	40.9	106.0	Unreliable	36.2	96.5
	"Glenn County, CA"	"06021"	"2013"	"2013"	36	27940	128.8	90.2	178.4	120.9	83.7	168.9
	"Humboldt County, CA"	"06023"	"2009"	"2009"	187	133744	139.8	119.8	159.9	128.3	109.4	147.1
	"Humboldt County, CA"	"06023"	"2010"	"2010"	198	134623	147.1	126.6	167.6	140.1	120.0	160.2
	"Humboldt County, CA"	"06023"	"2011"	"2011"	188	134761	139.5	119.6	159.4	129.1	110.1	148.2
	"Humboldt County, CA"	"06023"	"2012"	"2012"	195	134827	144.6	124.3	164.9	133.6	114.2	152.9
	"Humboldt County, CA"	"06023"	"2013"	"2013"	210	134493	156.1	135.0	177.3	143.1	122.9	163.3
	"Imperial County, CA"	"06025"	"2009"	"2009"	90	172008	52.3	42.1	64.3	56.8	45.4	70.1
	"Imperial County, CA"	"06025"	"2010"	"2010"	88	174528	50.4	40.4	62.1	55.2	44.1	68.4
	"Imperial County, CA"	"06025"	"2011"	"2011"	95	177057	53.7	43.4	65.6	59.0	47.6	72.2
	"Imperial County, CA"	"06025"	"2012"	"2012"	120	176948	67.8	55.7	80.0	71.4	58.5	84.3
	"Imperial County, CA"	"06025"	"2013"	"2013"	129	176584	73.1	60.4	85.7	76.5	63.1	89.9
	"Inyo County, CA"	"06027"	"2009"	"2009"	24	18544	129.4	82.9	192.6	106.2	65.7	162.3
	"Inyo County, CA"	"06027"	"2010"	"2010"	19	18546	Unreliable	61.7	160.0	Unreliable	48.1	136.6
	"Inyo County, CA"	"06027"	"2011"	"2011"	21	18478	113.6	70.4	173.7	83.2	50.1	129.9
	"Inyo County, CA"	"06027"	"2012"	"2012"	32	18495	173.0	118.3	244.3	127.7	84.8	184.5
	"Inyo County, CA"	"06027"	"2013"	"2013"	25	18467	135.4	87.6	199.8	98.4	61.6	148.9
	"Kern County, CA"	"06029"	"2009"	"2009"	659	830137	79.4	73.3	85.4	88.7	81.8	95.7
	"Kern County, CA"	"06029"	"2010"	"2010"	651	839631	77.5	71.6	83.5	89.1	82.0	96.1
	"Kern County, CA"	"06029"	"2011"	"2011"	692	851710	81.2	75.2	87.3	94.2	87.0	101.4
	"Kern County, CA"	"06029"	"2012"	"2012"	748	856158	87.4	81.1	93.6	101.7	94.2	109.2
	"Kern County, CA"	"06029"	"2013"	"2013"	779	864124	90.1	83.8	96.5	101.9	94.6	109.2
	"Kings County, CA"	"06031"	"2009"	"2009"	83	152278	54.5	43.4	67.6	64.6	50.9	80.8
	"Kings County, CA"	"06031"	"2010"	"2010"	77	152982	50.3	39.7	62.9	57.5	44.8	72.6
	"Kings County, CA"	"06031"	"2011"	"2011"	98	153765	63.7	51.7	77.7	75.3	60.6	92.6
	"Kings County, CA"	"06031"	"2012"	"2012"	82	151364	54.2	43.1	67.2	63.1	49.8	78.8
	"Kings County, CA"	"06031"	"2013"	"2013"	88	150960	58.3	46.8	71.8	66.3	52.9	82.1
	"Lake County, CA"	"06033"	"2009"	"2009"	108	64413	167.7	136.0	199.3	145.6	116.9	174.4
	"Lake County, CA"	"06033"	"2010"	"2010"	124	64665	191.8	158.0	225.5	160.0	130.4	189.6
	"Lake County, CA"	"06033"	"2011"	"2011"	126	64323	195.9	161.7	230.1	162.4	132.4	192.4
	"Lake County, CA"	"06033"	"2012"	"2012"	105	63983	164.1	132.7	195.5	142.7	113.7	171.8
	"Lake County, CA"	"06033"	"2013"	"2013"	124	63860	194.2	160.0	228.4	176.4	143.1	209.8
	"Lassen County, CA"	"06035"	"2009"	"2009"	29	35160	82.5	55.2	118.5	80.6	53.1	117.3
	"Lassen County, CA"	"06035"	"2010"	"2010"	33	34895	94.6	65.1	132.8	89.7	61.4	126.7
	"Lassen County, CA"	"06035"	"2011"	"2011"	35	34200	102.3	71.3	142.3	104.9	72.2	147.3
	"Lassen County, CA"	"06035"	"2012"	"2012"	38	33658	112.9	79.9	155.0	106.5	74.6	147.4
	"Lassen County, CA"	"06035"	"2013"	"2013"	45	32163	139.9	102.1	187.2	133.6	96.3	180.5
	"Los Angeles County, CA"	"06037"	"2009"	"2009"	5323	9787400	54.4	52.9	55.8	55.6	54.1	57.1
	"Los Angeles County, CA"	"06037"	"2010"	"2010"	5130	9818605	52.2	50.8	53.7	52.8	51.4	54.3
	"Los Angeles County, CA"	"06037"	"2011"	"2011"	5359	9889056	54.2	52.7	55.6	54.3	52.8	55.7
	"Los Angeles County, CA"	"06037"	"2012"	"2012"	5658	9962789	56.8	55.3	58.3	56.2	54.7	57.7
	"Los Angeles County, CA"	"06037"	"2013"	"2013"	6089	10017068	60.8	59.3	62.3	59.5	58.0	61.0
	"Madera County, CA"	"06039"	"2009"	"2009"	95	149234	63.7	51.5	77.8	68.8	55.5	84.3
	"Madera County, CA"	"06039"	"2010"	"2010"	127	150865	84.2	69.5	98.8	90.1	74.2	105.9
	"Madera County, CA"	"06039"	"2011"	"2011"	118	152925	77.2	63.2	91.1	80.5	65.8	95.3
	"Madera County, CA"	"06039"	"2012"	"2012"	119	152218	78.2	64.1	92.2	80.9	66.2	95.6
	"Madera County, CA"	"06039"	"2013"	"2013"	123	152389	80.7	66.5	95.0	85.1	69.9	100.3
	"Marin County, CA"	"06041"	"2009"	"2009"	199	250862	79.3	68.3	90.3	64.9	55.4	74.4
	"Marin County, CA"	"06041"	"2010"	"2010"	219	252409	86.8	75.3	98.3	68.9	59.2	78.6
	"Marin County, CA"	"06041"	"2011"	"2011"	186	255031	72.9	62.5	83.4	55.7	47.2	64.2
	"Marin County, CA"	"06041"	"2012"	"2012"	235	256069	91.8	80.0	103.5	65.0	56.2	73.8
	"Marin County, CA"	"06041"	"2013"	"2013"	254	258365	98.3	86.2	110.4	75.3	65.4	85.2
	"Mariposa County, CA"	"06043"	"2009"	"2009"	25	18212	137.3	88.8	202.6	108.3	67.9	164.0
	"Mariposa County, CA"	"06043"	"2010"	"2010"	16	18251	Unreliable	50.1	142.4	Unreliable	39.8	127.9
	"Mariposa County, CA"	"06043"	"2011"	"2011"	19	18191	Unreliable	62.9	163.1	Unreliable	38.5	109.3
	"Mariposa County, CA"	"06043"	"2012"	"2012"	30	17905	167.6	113.0	239.2	138.2	89.4	204.0
	"Mariposa County, CA"	"06043"	"2013"	"2013"	24	17755	135.2	86.6	201.1	111.7	67.2	174.4
	"Mendocino County, CA"	"06045"	"2009"	"2009"	118	87722	134.5	110.2	158.8	122.2	99.4	145.1
	"Mendocino County, CA"	"06045"	"2010"	"2010"	110	87841	125.2	101.8	148.6	109.1	87.9	130.4
	"Mendocino County, CA"	"06045"	"2011"	"2011"	113	87553	129.1	105.3	152.9	113.7	91.7	135.7
	"Mendocino County, CA"	"06045"	"2012"	"2012"	93	87428	106.4	85.9	130.3	94.6	75.4	117.3
	"Mendocino County, CA"	"06045"	"2013"	"2013"	113	87192	129.6	105.7	153.5	114.9	92.5	137.4
	"Merced County, CA"	"06047"	"2009"	"2009"	192	252302	76.1	65.3	86.9	87.2	74.7	99.8
	"Merced County, CA"	"06047"	"2010"	"2010"	179	255793	70.0	59.7	80.2	80.7	68.7	92.6
	"Merced County, CA"	"06047"	"2011"	"2011"	209	259898	80.4	69.5	91.3	91.8	79.2	104.5
	"Merced County, CA"	"06047"	"2012"	"2012"	241	262305	91.9	80.3	103.5	104.9	91.5	118.3
	"Merced County, CA"	"06047"	"2013"	"2013"	239	263228	90.8	79.3	102.3	100.5	87.5	113.4
	"Modoc County, CA"	"06049"	"2009"	"2009"	16	9646	Unreliable	94.8	269.4	Unreliable	79.9	245.3
	"Modoc County, CA"	"06049"	"2010"	"2010"	13	9686	Unreliable	71.5	229.5	Unreliable	54.6	184.5
	"Modoc County, CA"	"06049"	"2011"	"2011"	18	9517	Unreliable	112.1	298.9	Unreliable	79.6	226.2
	"Modoc County, CA"	"06049"	"2012"	"2012"	18	9327	Unreliable	114.4	305.0	Unreliable	115.5	328.0
	"Modoc County, CA"	"06049"	"2013"	"2013"	14	9147	Unreliable	83.7	256.8	Unreliable	66.5	224.9
	"Monterey County, CA"	"06053"	"2009"	"2009"	288	410263	70.2	62.1	78.3	71.3	63.0	79.6
	"Monterey County, CA"	"06053"	"2010"	"2010"	308	415057	74.2	65.9	82.5	74.7	66.3	83.2
	"Monterey County, CA"	"06053"	"2011"	"2011"	283	421898	67.1	59.3	74.9	67.3	59.4	75.3
	"Monterey County, CA"	"06053"	"2012"	"2012"	316	426762	74.0	65.9	82.2	75.2	66.8	83.6
	"Monterey County, CA"	"06053"	"2013"	"2013"	349	428826	81.4	72.8	89.9	80.9	72.3	89.6
	"Napa County, CA"	"06055"	"2009"	"2009"	95	135280	70.2	56.8	85.8	57.6	46.3	70.9
	"Napa County, CA"	"06055"	"2010"	"2010"	109	136484	79.9	64.9	94.9	63.5	51.3	75.8
	"Napa County, CA"	"06055"	"2011"	"2011"	108	138088	78.2	63.5	93.0	63.9	51.4	76.4
	"Napa County, CA"	"06055"	"2012"	"2012"	151	139045	108.6	91.3	125.9	88.7	74.0	103.3
	"Napa County, CA"	"06055"	"2013"	"2013"	133	140326	94.8	78.7	110.9	76.6	63.1	90.2
	"Nevada County, CA"	"06057"	"2009"	"2009"	116	98591	117.7	96.2	139.1	95.6	76.6	114.6
	"Nevada County, CA"	"06057"	"2010"	"2010"	108	98764	109.4	88.7	130.0	87.0	69.2	104.7
	"Nevada County, CA"	"06057"	"2011"	"2011"	113	98612	114.6	93.5	135.7	92.2	73.5	110.9
	"Nevada County, CA"	"06057"	"2012"	"2012"	127	98292	129.2	106.7	151.7	99.5	80.5	118.6
	"Nevada County, CA"	"06057"	"2013"	"2013"	136	98200	138.5	115.2	161.8	105.8	86.1	125.6
	"Orange County, CA"	"06059"	"2009"	"2009"	1700	2987177	56.9	54.2	59.6	56.8	54.1	59.5
	"Orange County, CA"	"06059"	"2010"	"2010"	1646	3010232	54.7	52.0	57.3	54.1	51.5	56.7
	"Orange County, CA"	"06059"	"2011"	"2011"	1845	3055745	60.4	57.6	63.1	58.8	56.1	61.5
	"Orange County, CA"	"06059"	"2012"	"2012"	1860	3090132	60.2	57.5	62.9	57.8	55.1	60.4
	"Orange County, CA"	"06059"	"2013"	"2013"	1947	3114363	62.5	59.7	65.3	59.2	56.6	61.9
	"Placer County, CA"	"06061"	"2009"	"2009"	240	343810	69.8	61.0	78.6	62.9	54.8	70.9
	"Placer County, CA"	"06061"	"2010"	"2010"	263	348432	75.5	66.4	84.6	67.0	58.8	75.3
	"Placer County, CA"	"06061"	"2011"	"2011"	306	357138	85.7	76.1	95.3	75.1	66.4	83.7
	"Placer County, CA"	"06061"	"2012"	"2012"	314	361682	86.8	77.2	96.4	72.1	63.9	80.3
	"Placer County, CA"	"06061"	"2013"	"2013"	320	367309	87.1	77.6	96.7	72.5	64.3	80.7
	"Plumas County, CA"	"06063"	"2009"	"2009"	22	20169	109.1	68.4	165.1	87.5	52.7	136.7
	"Plumas County, CA"	"06063"	"2010"	"2010"	22	20007	110.0	68.9	166.5	100.3	60.4	156.6
	"Plumas County, CA"	"06063"	"2011"	"2011"	20	19765	101.2	61.8	156.3	90.4	52.7	144.7
	"Plumas County, CA"	"06063"	"2012"	"2012"	31	19399	159.8	108.6	226.8	121.8	78.9	179.9
	"Plumas County, CA"	"06063"	"2013"	"2013"	38	18859	201.5	142.6	276.6	172.3	117.1	244.6
	"Riverside County, CA"	"06065"	"2009"	"2009"	1516	2146725	70.6	67.1	74.2	73.4	69.7	77.1
	"Riverside County, CA"	"06065"	"2010"	"2010"	1576	2189641	72.0	68.4	75.5	75.0	71.3	78.8
	"Riverside County, CA"	"06065"	"2011"	"2011"	1667	2239620	74.4	70.9	78.0	76.5	72.8	80.2
	"Riverside County, CA"	"06065"	"2012"	"2012"	1787	2268783	78.8	75.1	82.4	79.7	76.0	83.4
	"Riverside County, CA"	"06065"	"2013"	"2013"	1798	2292507	78.4	74.8	82.1	78.2	74.6	81.9
	"Sacramento County, CA"	"06067"	"2009"	"2009"	1222	1408601	86.8	81.9	91.6	87.3	82.3	92.2
	"Sacramento County, CA"	"06067"	"2010"	"2010"	1292	1418788	91.1	86.1	96.0	91.8	86.7	96.8
	"Sacramento County, CA"	"06067"	"2011"	"2011"	1372	1436105	95.5	90.5	100.6	95.0	89.9	100.0
	"Sacramento County, CA"	"06067"	"2012"	"2012"	1388	1450121	95.7	90.7	100.8	93.7	88.7	98.6
	"Sacramento County, CA"	"06067"	"2013"	"2013"	1439	1462131	98.4	93.3	103.5	95.8	90.8	100.8
	"San Benito County, CA"	"06069"	"2009"	"2009"	27	54436	49.6	32.7	72.2	55.8	36.4	81.7
	"San Benito County, CA"	"06069"	"2010"	"2010"	32	55269	57.9	39.6	81.7	65.4	44.4	92.8
	"San Benito County, CA"	"06069"	"2011"	"2011"	34	56072	60.6	42.0	84.7	65.6	45.1	92.1
	"San Benito County, CA"	"06069"	"2012"	"2012"	36	56884	63.3	44.3	87.6	66.0	46.0	91.8
	"San Benito County, CA"	"06069"	"2013"	"2013"	45	57600	78.1	57.0	104.5	80.6	58.6	108.3
	"San Bernardino County, CA"	"06071"	"2009"	"2009"	1351	2013960	67.1	63.5	70.7	76.9	72.7	81.2
	"San Bernardino County, CA"	"06071"	"2010"	"2010"	1306	2035210	64.2	60.7	67.7	74.9	70.7	79.1
	"San Bernardino County, CA"	"06071"	"2011"	"2011"	1355	2065377	65.6	62.1	69.1	76.2	72.1	80.4
	"San Bernardino County, CA"	"06071"	"2012"	"2012"	1392	2081313	66.9	63.4	70.4	76.4	72.3	80.5
	"San Bernardino County, CA"	"06071"	"2013"	"2013"	1416	2088371	67.8	64.3	71.3	76.1	72.1	80.2
	"San Diego County, CA"	"06073"	"2009"	"2009"	2075	3061203	67.8	64.9	70.7	66.5	63.6	69.4
	"San Diego County, CA"	"06073"	"2010"	"2010"	2109	3095313	68.1	65.2	71.0	66.2	63.4	69.1
	"San Diego County, CA"	"06073"	"2011"	"2011"	2396	3140069	76.3	73.2	79.4	73.6	70.6	76.6
	"San Diego County, CA"	"06073"	"2012"	"2012"	2495	3177063	78.5	75.5	81.6	74.9	72.0	77.9
	"San Diego County, CA"	"06073"	"2013"	"2013"	2520	3211252	78.5	75.4	81.5	74.4	71.5	77.3
	"San Francisco County, CA"	"06075"	"2009"	"2009"	714	801922	89.0	82.5	95.6	75.7	70.1	81.4
	"San Francisco County, CA"	"06075"	"2010"	"2010"	754	805235	93.6	87.0	100.3	79.7	73.9	85.5
	"San Francisco County, CA"	"06075"	"2011"	"2011"	801	812826	98.5	91.7	105.4	84.5	78.6	90.5
	"San Francisco County, CA"	"06075"	"2012"	"2012"	707	825863	85.6	79.3	91.9	70.9	65.6	76.3
	"San Francisco County, CA"	"06075"	"2013"	"2013"	597	837442	71.3	65.6	77.0	59.2	54.3	64.1
	"San Joaquin County, CA"	"06077"	"2009"	"2009"	444	677736	65.5	59.4	71.6	69.0	62.5	75.4
	"San Joaquin County, CA"	"06077"	"2010"	"2010"	503	685306	73.4	67.0	79.8	76.5	69.7	83.2
	"San Joaquin County, CA"	"06077"	"2011"	"2011"	541	696214	77.7	71.2	84.3	80.8	73.9	87.6
	"San Joaquin County, CA"	"06077"	"2012"	"2012"	502	702612	71.4	65.2	77.7	74.1	67.5	80.6
	"San Joaquin County, CA"	"06077"	"2013"	"2013"	501	704379	71.1	64.9	77.4	73.1	66.6	79.5
	"San Luis Obispo County, CA"	"06079"	"2009"	"2009"	225	268145	83.9	72.9	94.9	72.0	62.3	81.7
	"San Luis Obispo County, CA"	"06079"	"2010"	"2010"	251	269637	93.1	81.6	104.6	76.8	67.0	86.7
	"San Luis Obispo County, CA"	"06079"	"2011"	"2011"	255	271969	93.8	82.3	105.3	77.7	67.7	87.7
	"San Luis Obispo County, CA"	"06079"	"2012"	"2012"	265	274804	96.4	84.8	108.0	80.0	69.9	90.1
	"San Luis Obispo County, CA"	"06079"	"2013"	"2013"	283	276443	102.4	90.4	114.3	82.4	72.3	92.6
	"San Mateo County, CA"	"06081"	"2009"	"2009"	394	713617	55.2	49.8	60.7	49.8	44.8	54.8
	"San Mateo County, CA"	"06081"	"2010"	"2010"	406	718451	56.5	51.0	62.0	49.5	44.6	54.4
	"San Mateo County, CA"	"06081"	"2011"	"2011"	425	727209	58.4	52.9	64.0	51.0	46.0	55.9
	"San Mateo County, CA"	"06081"	"2012"	"2012"	420	739311	56.8	51.4	62.2	49.2	44.3	54.0
	"San Mateo County, CA"	"06081"	"2013"	"2013"	422	747373	56.5	51.1	61.9	48.7	43.9	53.4
	"Santa Barbara County, CA"	"06083"	"2009"	"2009"	308	420356	73.3	65.1	81.5	68.4	60.6	76.2
	"Santa Barbara County, CA"	"06083"	"2010"	"2010"	276	423895	65.1	57.4	72.8	61.4	54.0	68.8
	"Santa Barbara County, CA"	"06083"	"2011"	"2011"	285	426878	66.8	59.0	74.5	60.8	53.6	68.1
	"Santa Barbara County, CA"	"06083"	"2012"	"2012"	329	431249	76.3	68.0	84.5	68.1	60.5	75.7
	"Santa Barbara County, CA"	"06083"	"2013"	"2013"	299	435697	68.6	60.8	76.4	62.2	54.9	69.5
	"Santa Clara County, CA"	"06085"	"2009"	"2009"	851	1765137	48.2	45.0	51.5	49.4	46.0	52.7
	"Santa Clara County, CA"	"06085"	"2010"	"2010"	879	1781642	49.3	46.1	52.6	49.7	46.4	53.0
	"Santa Clara County, CA"	"06085"	"2011"	"2011"	969	1809378	53.6	50.2	56.9	53.4	50.0	56.8
	"Santa Clara County, CA"	"06085"	"2012"	"2012"	977	1837504	53.2	49.8	56.5	52.1	48.8	55.3
	"Santa Clara County, CA"	"06085"	"2013"	"2013"	834	1862041	44.8	41.7	47.8	44.0	41.0	47.0
	"Santa Cruz County, CA"	"06087"	"2009"	"2009"	176	260009	67.7	57.7	77.7	66.3	56.2	76.3
	"Santa Cruz County, CA"	"06087"	"2010"	"2010"	201	262382	76.6	66.0	87.2	73.8	63.4	84.3
	"Santa Cruz County, CA"	"06087"	"2011"	"2011"	236	264298	89.3	77.9	100.7	85.0	73.8	96.2
	"Santa Cruz County, CA"	"06087"	"2012"	"2012"	202	266776	75.7	65.3	86.2	72.8	62.4	83.1
	"Santa Cruz County, CA"	"06087"	"2013"	"2013"	250	269419	92.8	81.3	104.3	87.5	76.3	98.7
	"Shasta County, CA"	"06089"	"2009"	"2009"	251	177279	141.6	124.1	159.1	124.8	108.8	140.8
	"Shasta County, CA"	"06089"	"2010"	"2010"	230	177223	129.8	113.0	146.6	111.8	96.8	126.8
	"Shasta County, CA"	"06089"	"2011"	"2011"	275	177774	154.7	136.4	173.0	135.2	118.5	151.8
	"Shasta County, CA"	"06089"	"2012"	"2012"	266	178586	148.9	131.0	166.8	128.7	112.4	145.0
	"Shasta County, CA"	"06089"	"2013"	"2013"	266	178980	148.6	130.8	166.5	128.7	112.5	144.9
	"Siskiyou County, CA"	"06093"	"2009"	"2009"	76	44788	169.7	133.7	212.4	137.6	106.2	175.4
	"Siskiyou County, CA"	"06093"	"2010"	"2010"	62	44900	138.1	105.9	177.0	113.2	84.8	148.1
	"Siskiyou County, CA"	"06093"	"2011"	"2011"	78	44507	175.3	138.5	218.7	146.7	113.2	186.9
	"Siskiyou County, CA"	"06093"	"2012"	"2012"	80	44154	181.2	143.7	225.5	143.4	110.9	182.5
	"Siskiyou County, CA"	"06093"	"2013"	"2013"	77	43799	175.8	138.7	219.7	144.6	111.1	185.1
	"Solano County, CA"	"06095"	"2009"	"2009"	285	410290	69.5	61.4	77.5	72.2	63.7	80.6
	"Solano County, CA"	"06095"	"2010"	"2010"	293	413344	70.9	62.8	79.0	72.3	63.9	80.7
	"Solano County, CA"	"06095"	"2011"	"2011"	331	416471	79.5	70.9	88.0	80.8	72.0	89.6
	"Solano County, CA"	"06095"	"2012"	"2012"	308	420757	73.2	65.0	81.4	74.4	66.0	82.8
	"Solano County, CA"	"06095"	"2013"	"2013"	344	424788	81.0	72.4	89.5	79.4	70.9	87.9
	"Sonoma County, CA"	"06097"	"2009"	"2009"	317	479479	66.1	58.8	73.4	58.2	51.6	64.8
	"Sonoma County, CA"	"06097"	"2010"	"2010"	348	483878	71.9	64.4	79.5	64.0	57.1	70.9
	"Sonoma County, CA"	"06097"	"2011"	"2011"	330	488116	67.6	60.3	74.9	58.3	51.8	64.8
	"Sonoma County, CA"	"06097"	"2012"	"2012"	377	491829	76.7	68.9	84.4	64.5	57.8	71.3
	"Sonoma County, CA"	"06097"	"2013"	"2013"	335	495025	67.7	60.4	74.9	55.4	49.3	61.6
	"Stanislaus County, CA"	"06099"	"2009"	"2009"	336	511536	65.7	58.7	72.7	68.8	61.3	76.2
	"Stanislaus County, CA"	"06099"	"2010"	"2010"	359	514453	69.8	62.6	77.0	72.9	65.3	80.5
	"Stanislaus County, CA"	"06099"	"2011"	"2011"	395	518522	76.2	68.7	83.7	77.8	70.1	85.5
	"Stanislaus County, CA"	"06099"	"2012"	"2012"	388	521726	74.4	67.0	81.8	76.3	68.7	84.0
	"Stanislaus County, CA"	"06099"	"2013"	"2013"	424	525491	80.7	73.0	88.4	83.0	75.0	90.9
	"Sutter County, CA"	"06101"	"2009"	"2009"	82	94366	86.9	69.1	107.9	88.2	70.1	109.7
	"Sutter County, CA"	"06101"	"2010"	"2010"	100	94737	105.6	84.9	126.2	105.2	84.5	126.0
	"Sutter County, CA"	"06101"	"2011"	"2011"	98	94919	103.2	83.8	125.8	103.7	84.0	126.6
	"Sutter County, CA"	"06101"	"2012"	"2012"	84	95022	88.4	70.5	109.4	86.8	69.2	107.6
	"Sutter County, CA"	"06101"	"2013"	"2013"	89	95350	93.3	75.0	114.9	93.8	75.1	115.7
	"Tehama County, CA"	"06103"	"2009"	"2009"	67	62891	106.5	82.6	135.3	98.5	76.1	125.6
	"Tehama County, CA"	"06103"	"2010"	"2010"	74	63463	116.6	91.6	146.4	108.7	84.9	137.2
	"Tehama County, CA"	"06103"	"2011"	"2011"	71	63601	111.6	87.2	140.8	109.3	84.5	139.0
	"Tehama County, CA"	"06103"	"2012"	"2012"	86	63406	135.6	108.5	167.5	122.2	97.2	151.6
	"Tehama County, CA"	"06103"	"2013"	"2013"	82	63057	130.0	103.4	161.4	116.7	92.1	145.9
	"Trinity County, CA"	"06105"	"2009"	"2009"	19	13762	Unreliable	83.1	215.6	Unreliable	66.3	195.4
	"Trinity County, CA"	"06105"	"2010"	"2010"	26	13786	188.6	123.2	276.3	154.2	96.6	233.5
	"Trinity County, CA"	"06105"	"2011"	"2011"	23	13723	167.6	106.2	251.5	158.6	96.9	245.0
	"Trinity County, CA"	"06105"	"2012"	"2012"	20	13526	147.9	90.3	228.4	136.3	79.4	218.2
	"Trinity County, CA"	"06105"	"2013"	"2013"	22	13448	163.6	102.5	247.7	146.5	88.2	228.8
	"Tulare County, CA"	"06107"	"2009"	"2009"	295	436987	67.5	59.8	75.2	75.9	67.1	84.7
	"Tulare County, CA"	"06107"	"2010"	"2010"	297	442179	67.2	59.5	74.8	75.0	66.3	83.7
	"Tulare County, CA"	"06107"	"2011"	"2011"	288	449253	64.1	56.7	71.5	72.0	63.5	80.4
	"Tulare County, CA"	"06107"	"2012"	"2012"	316	451977	69.9	62.2	77.6	78.0	69.3	86.7
	"Tulare County, CA"	"06107"	"2013"	"2013"	330	454143	72.7	64.8	80.5	81.6	72.7	90.6
	"Tuolumne County, CA"	"06109"	"2009"	"2009"	93	55845	166.5	134.4	204.0	129.2	102.9	160.1
	"Tuolumne County, CA"	"06109"	"2010"	"2010"	84	55365	151.7	121.0	187.8	124.2	97.2	156.4
	"Tuolumne County, CA"	"06109"	"2011"	"2011"	96	54953	174.7	141.5	213.3	131.7	104.6	163.7
	"Tuolumne County, CA"	"06109"	"2012"	"2012"	82	54008	151.8	120.8	188.5	111.8	87.0	141.5
	"Tuolumne County, CA"	"06109"	"2013"	"2013"	81	53874	150.4	119.4	186.9	105.2	81.7	133.3
	"Ventura County, CA"	"06111"	"2009"	"2009"	487	815130	59.7	54.4	65.1	59.2	53.9	64.5
	"Ventura County, CA"	"06111"	"2010"	"2010"	478	823318	58.1	52.9	63.3	57.2	52.0	62.4
	"Ventura County, CA"	"06111"	"2011"	"2011"	612	831771	73.6	67.7	79.4	71.2	65.5	76.9
	"Ventura County, CA"	"06111"	"2012"	"2012"	616	835981	73.7	67.9	79.5	70.4	64.8	76.0
	"Ventura County, CA"	"06111"	"2013"	"2013"	665	839620	79.2	73.2	85.2	74.9	69.1	80.6
	"Yolo County, CA"	"06113"	"2009"	"2009"	94	199791	47.0	38.0	57.6	51.3	41.3	63.0
	"Yolo County, CA"	"06113"	"2010"	"2010"	120	200849	59.7	49.1	70.4	64.6	52.8	76.4
	"Yolo County, CA"	"06113"	"2011"	"2011"	123	202054	60.9	50.1	71.6	65.4	53.5	77.2
	"Yolo County, CA"	"06113"	"2012"	"2012"	126	204118	61.7	51.0	72.5	67.8	55.7	79.9
	"Yolo County, CA"	"06113"	"2013"	"2013"	140	204593	68.4	57.1	79.8	72.3	60.1	84.5
	"Yuba County, CA"	"06115"	"2009"	"2009"	70	71607	97.8	76.2	123.5	110.8	85.9	140.7
	"Yuba County, CA"	"06115"	"2010"	"2010"	68	72155	94.2	73.2	119.5	109.9	84.8	140.1
	"Yuba County, CA"	"06115"	"2011"	"2011"	78	72578	107.5	85.0	134.1	124.9	98.3	156.6
	"Yuba County, CA"	"06115"	"2012"	"2012"	76	72926	104.2	82.1	130.4	111.2	87.1	139.8
	"Yuba County, CA"	"06115"	"2013"	"2013"	83	73340	113.2	90.1	140.3	125.6	99.6	156.4
	"Adams County, CO"	"08001"	"2009"	"2009"	366	435700	84.0	75.4	92.6	105.8	94.5	117.1
	"Adams County, CO"	"08001"	"2010"	"2010"	356	441603	80.6	72.2	89.0	104.7	93.4	116.0
	"Adams County, CO"	"08001"	"2011"	"2011"	415	451443	91.9	83.1	100.8	115.2	103.7	126.7
	"Adams County, CO"	"08001"	"2012"	"2012"	477	459598	103.8	94.5	113.1	127.1	115.3	138.9
	"Adams County, CO"	"08001"	"2013"	"2013"	460	469193	98.0	89.1	107.0	122.8	111.2	134.3
	"Alamosa County, CO"	"08003"	"2009"	"2009"	17	15289	Unreliable	64.8	178.0	Unreliable	71.3	202.7
	"Alamosa County, CO"	"08003"	"2010"	"2010"	20	15445	129.5	79.1	200.0	134.8	81.2	210.6
