"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"DuPage County, IL"	"17043"	"2015"	"2015"	861	933736	92.2	84.7
	"DuPage County, IL"	"17043"	"2016"	"2016"	909	929368	97.8	88.1
	"DuPage County, IL"	"17043"	"2017"	"2017"	923	930128	99.2	89.0
	"DuPage County, IL"	"17043"	"2018"	"2018"	944	928589	101.7	90.6
	"Edgar County, IL"	"17045"	"2015"	"2015"	23	17664	130.2	103.3
	"Edgar County, IL"	"17045"	"2016"	"2016"	22	17566	125.2	107.1
	"Edgar County, IL"	"17045"	"2017"	"2017"	26	17328	150.0	100.5
	"Edgar County, IL"	"17045"	"2018"	"2018"	31	17360	178.6	133.8
	"Edwards County, IL"	"17047"	"2016"	"2016"	10	6523	Unreliable	Unreliable
	"Edwards County, IL"	"17047"	"2018"	"2018"	12	6392	Unreliable	Unreliable
	"Effingham County, IL"	"17049"	"2015"	"2015"	51	34371	148.4	121.9
	"Effingham County, IL"	"17049"	"2016"	"2016"	35	34386	101.8	86.8
	"Effingham County, IL"	"17049"	"2017"	"2017"	44	34132	128.9	113.1
	"Effingham County, IL"	"17049"	"2018"	"2018"	55	34208	160.8	133.0
	"Fayette County, IL"	"17051"	"2015"	"2015"	20	22043	90.7	82.8
	"Fayette County, IL"	"17051"	"2016"	"2016"	27	21789	123.9	101.9
	"Fayette County, IL"	"17051"	"2017"	"2017"	20	21784	91.8	75.3
	"Fayette County, IL"	"17051"	"2018"	"2018"	27	21416	126.1	100.8
	"Ford County, IL"	"17053"	"2015"	"2015"	26	13736	189.3	112.9
	"Ford County, IL"	"17053"	"2016"	"2016"	25	13575	184.2	117.9
	"Ford County, IL"	"17053"	"2017"	"2017"	22	13280	165.7	118.6
	"Ford County, IL"	"17053"	"2018"	"2018"	29	13264	218.6	146.2
	"Franklin County, IL"	"17055"	"2015"	"2015"	69	39485	174.7	164.0
	"Franklin County, IL"	"17055"	"2016"	"2016"	65	39156	166.0	137.7
	"Franklin County, IL"	"17055"	"2017"	"2017"	54	39041	138.3	126.0
	"Franklin County, IL"	"17055"	"2018"	"2018"	60	38701	155.0	126.2
	"Fulton County, IL"	"17057"	"2015"	"2015"	78	35699	218.5	152.9
	"Fulton County, IL"	"17057"	"2016"	"2016"	72	35536	202.6	136.4
	"Fulton County, IL"	"17057"	"2017"	"2017"	66	35110	188.0	136.7
	"Fulton County, IL"	"17057"	"2018"	"2018"	79	34844	226.7	159.5
	"Gallatin County, IL"	"17059"	"2018"	"2018"	12	5058	Unreliable	Unreliable
	"Greene County, IL"	"17061"	"2015"	"2015"	25	13241	188.8	136.4
	"Greene County, IL"	"17061"	"2016"	"2016"	17	13093	Unreliable	Unreliable
	"Greene County, IL"	"17061"	"2017"	"2017"	31	13174	235.3	199.5
	"Greene County, IL"	"17061"	"2018"	"2018"	14	13044	Unreliable	Unreliable
	"Grundy County, IL"	"17063"	"2015"	"2015"	51	50541	100.9	100.8
	"Grundy County, IL"	"17063"	"2016"	"2016"	54	50437	107.1	106.8
	"Grundy County, IL"	"17063"	"2017"	"2017"	51	50586	100.8	102.6
	"Grundy County, IL"	"17063"	"2018"	"2018"	58	50972	113.8	114.9
	"Hamilton County, IL"	"17065"	"2016"	"2016"	11	8061	Unreliable	Unreliable
	"Hamilton County, IL"	"17065"	"2017"	"2017"	11	8194	Unreliable	Unreliable
	"Hancock County, IL"	"17067"	"2015"	"2015"	13	18543	Unreliable	Unreliable
	"Hancock County, IL"	"17067"	"2016"	"2016"	24	18508	129.7	84.0
	"Hancock County, IL"	"17067"	"2017"	"2017"	27	18020	149.8	103.3
	"Hancock County, IL"	"17067"	"2018"	"2018"	31	17844	173.7	146.9
	"Hardin County, IL"	"17069"	"2017"	"2017"	11	4046	Unreliable	Unreliable
	"Henderson County, IL"	"17071"	"2017"	"2017"	10	6795	Unreliable	Unreliable
	"Henry County, IL"	"17073"	"2015"	"2015"	64	49489	129.3	97.8
	"Henry County, IL"	"17073"	"2016"	"2016"	73	49280	148.1	108.1
	"Henry County, IL"	"17073"	"2017"	"2017"	55	49328	111.5	88.1
	"Henry County, IL"	"17073"	"2018"	"2018"	64	49090	130.4	98.9
	"Iroquois County, IL"	"17075"	"2015"	"2015"	42	28672	146.5	114.7
	"Iroquois County, IL"	"17075"	"2016"	"2016"	48	28334	169.4	148.5
	"Iroquois County, IL"	"17075"	"2017"	"2017"	52	27876	186.5	142.2
	"Iroquois County, IL"	"17075"	"2018"	"2018"	56	27604	202.9	149.5
	"Jackson County, IL"	"17077"	"2015"	"2015"	50	59362	84.2	87.2
	"Jackson County, IL"	"17077"	"2016"	"2016"	64	58870	108.7	107.0
	"Jackson County, IL"	"17077"	"2017"	"2017"	72	58284	123.5	118.3
	"Jackson County, IL"	"17077"	"2018"	"2018"	67	57419	116.7	116.9
	"Jasper County, IL"	"17079"	"2015"	"2015"	12	9607	Unreliable	Unreliable
	"Jasper County, IL"	"17079"	"2016"	"2016"	22	9536	230.7	181.7
	"Jasper County, IL"	"17079"	"2017"	"2017"	10	9578	Unreliable	Unreliable
	"Jefferson County, IL"	"17081"	"2015"	"2015"	49	38353	127.8	117.4
	"Jefferson County, IL"	"17081"	"2016"	"2016"	45	38460	117.0	105.2
	"Jefferson County, IL"	"17081"	"2017"	"2017"	56	38179	146.7	124.4
	"Jefferson County, IL"	"17081"	"2018"	"2018"	59	37820	156.0	131.6
	"Jersey County, IL"	"17083"	"2015"	"2015"	33	22372	147.5	133.9
	"Jersey County, IL"	"17083"	"2016"	"2016"	36	22025	163.5	137.6
	"Jersey County, IL"	"17083"	"2017"	"2017"	44	21941	200.5	169.1
	"Jersey County, IL"	"17083"	"2018"	"2018"	44	21847	201.4	171.2
	"Jo Daviess County, IL"	"17085"	"2015"	"2015"	35	22086	158.5	103.6
	"Jo Daviess County, IL"	"17085"	"2016"	"2016"	43	21770	197.5	147.6
	"Jo Daviess County, IL"	"17085"	"2017"	"2017"	37	21594	171.3	125.3
	"Jo Daviess County, IL"	"17085"	"2018"	"2018"	29	21366	135.7	91.5
	"Johnson County, IL"	"17087"	"2016"	"2016"	15	12902	Unreliable	Unreliable
	"Johnson County, IL"	"17087"	"2017"	"2017"	13	12900	Unreliable	Unreliable
	"Johnson County, IL"	"17087"	"2018"	"2018"	21	12456	168.6	138.3
	"Kane County, IL"	"17089"	"2015"	"2015"	418	530847	78.7	84.4
	"Kane County, IL"	"17089"	"2016"	"2016"	482	531715	90.7	94.8
	"Kane County, IL"	"17089"	"2017"	"2017"	511	534667	95.6	99.0
	"Kane County, IL"	"17089"	"2018"	"2018"	466	534216	87.2	89.0
	"Kankakee County, IL"	"17091"	"2015"	"2015"	142	110879	128.1	110.5
	"Kankakee County, IL"	"17091"	"2016"	"2016"	131	110008	119.1	106.8
	"Kankakee County, IL"	"17091"	"2017"	"2017"	151	109605	137.8	126.5
	"Kankakee County, IL"	"17091"	"2018"	"2018"	134	110024	121.8	111.5
	"Kendall County, IL"	"17093"	"2015"	"2015"	70	123355	56.7	75.5
	"Kendall County, IL"	"17093"	"2016"	"2016"	98	124695	78.6	93.3
	"Kendall County, IL"	"17093"	"2017"	"2017"	84	126218	66.6	79.5
	"Kendall County, IL"	"17093"	"2018"	"2018"	93	127915	72.7	91.3
	"Knox County, IL"	"17095"	"2015"	"2015"	67	51441	130.2	106.1
	"Knox County, IL"	"17095"	"2016"	"2016"	63	50938	123.7	91.9
	"Knox County, IL"	"17095"	"2017"	"2017"	52	50638	102.7	79.1
	"Knox County, IL"	"17095"	"2018"	"2018"	67	50112	133.7	93.9
	"Lake County, IL"	"17097"	"2015"	"2015"	596	703910	84.7	84.4
	"Lake County, IL"	"17097"	"2016"	"2016"	644	703047	91.6	89.9
	"Lake County, IL"	"17097"	"2017"	"2017"	704	703520	100.1	97.3
	"Lake County, IL"	"17097"	"2018"	"2018"	688	700832	98.2	93.0
	"LaSalle County, IL"	"17099"	"2015"	"2015"	175	111333	157.2	120.6
	"LaSalle County, IL"	"17099"	"2016"	"2016"	158	110642	142.8	109.9
	"LaSalle County, IL"	"17099"	"2017"	"2017"	198	110067	179.9	147.6
	"LaSalle County, IL"	"17099"	"2018"	"2018"	189	109430	172.7	144.0
	"Lawrence County, IL"	"17101"	"2015"	"2015"	28	16491	169.8	134.3
	"Lawrence County, IL"	"17101"	"2016"	"2016"	20	16377	122.1	95.7
	"Lawrence County, IL"	"17101"	"2017"	"2017"	25	16168	154.6	133.0
	"Lawrence County, IL"	"17101"	"2018"	"2018"	26	15765	164.9	134.9
	"Lee County, IL"	"17103"	"2015"	"2015"	43	34584	124.3	99.0
	"Lee County, IL"	"17103"	"2016"	"2016"	39	34251	113.9	94.0
	"Lee County, IL"	"17103"	"2017"	"2017"	36	34406	104.6	86.2
	"Lee County, IL"	"17103"	"2018"	"2018"	47	34223	137.3	107.9
	"Livingston County, IL"	"17105"	"2015"	"2015"	67	36671	182.7	141.1
	"Livingston County, IL"	"17105"	"2016"	"2016"	53	36526	145.1	114.9
	"Livingston County, IL"	"17105"	"2017"	"2017"	58	36518	158.8	123.2
	"Livingston County, IL"	"17105"	"2018"	"2018"	62	35761	173.4	142.6
	"Logan County, IL"	"17107"	"2015"	"2015"	33	29494	111.9	89.7
	"Logan County, IL"	"17107"	"2016"	"2016"	42	29527	142.2	117.5
	"Logan County, IL"	"17107"	"2017"	"2017"	33	29245	112.8	98.2
	"Logan County, IL"	"17107"	"2018"	"2018"	45	28925	155.6	115.6
	"McDonough County, IL"	"17109"	"2015"	"2015"	29	31333	92.6	66.2
	"McDonough County, IL"	"17109"	"2016"	"2016"	29	30996	93.6	81.1
	"McDonough County, IL"	"17109"	"2017"	"2017"	36	30823	116.8	100.9
	"McDonough County, IL"	"17109"	"2018"	"2018"	34	29955	113.5	86.8
	"McHenry County, IL"	"17111"	"2015"	"2015"	247	307343	80.4	84.2
	"McHenry County, IL"	"17111"	"2016"	"2016"	276	307004	89.9	95.3
	"McHenry County, IL"	"17111"	"2017"	"2017"	351	309122	113.5	117.3
	"McHenry County, IL"	"17111"	"2018"	"2018"	303	308570	98.2	97.6
	"McLean County, IL"	"17113"	"2015"	"2015"	168	173166	97.0	100.7
	"McLean County, IL"	"17113"	"2016"	"2016"	145	172418	84.1	84.4
	"McLean County, IL"	"17113"	"2017"	"2017"	189	172290	109.7	112.8
	"McLean County, IL"	"17113"	"2018"	"2018"	172	172828	99.5	97.4
	"Macon County, IL"	"17115"	"2015"	"2015"	152	107303	141.7	110.4
	"Macon County, IL"	"17115"	"2016"	"2016"	152	106550	142.7	115.2
	"Macon County, IL"	"17115"	"2017"	"2017"	160	105801	151.2	115.4
	"Macon County, IL"	"17115"	"2018"	"2018"	157	104712	149.9	117.3
	"Macoupin County, IL"	"17117"	"2015"	"2015"	73	46045	158.5	116.0
	"Macoupin County, IL"	"17117"	"2016"	"2016"	91	45908	198.2	159.9
	"Macoupin County, IL"	"17117"	"2017"	"2017"	74	45446	162.8	124.4
	"Macoupin County, IL"	"17117"	"2018"	"2018"	79	45313	174.3	135.0
	"Madison County, IL"	"17119"	"2015"	"2015"	338	266209	127.0	114.2
	"Madison County, IL"	"17119"	"2016"	"2016"	328	265759	123.4	111.7
	"Madison County, IL"	"17119"	"2017"	"2017"	379	265428	142.8	128.1
	"Madison County, IL"	"17119"	"2018"	"2018"	380	264461	143.7	132.1
	"Marion County, IL"	"17121"	"2015"	"2015"	59	38339	153.9	136.2
	"Marion County, IL"	"17121"	"2016"	"2016"	62	38140	162.6	145.2
	"Marion County, IL"	"17121"	"2017"	"2017"	55	37902	145.1	134.8
	"Marion County, IL"	"17121"	"2018"	"2018"	54	37620	143.5	123.1
	"Marshall County, IL"	"17123"	"2015"	"2015"	26	11982	217.0	157.7
	"Marshall County, IL"	"17123"	"2016"	"2016"	11	11939	Unreliable	Unreliable
	"Marshall County, IL"	"17123"	"2017"	"2017"	25	11730	213.1	140.2
	"Marshall County, IL"	"17123"	"2018"	"2018"	19	11534	Unreliable	Unreliable
	"Mason County, IL"	"17125"	"2015"	"2015"	31	13701	226.3	168.0
	"Mason County, IL"	"17125"	"2017"	"2017"	19	13715	Unreliable	Unreliable
	"Mason County, IL"	"17125"	"2018"	"2018"	20	13565	147.4	107.8
	"Massac County, IL"	"17127"	"2015"	"2015"	25	14766	169.3	116.6
	"Massac County, IL"	"17127"	"2016"	"2016"	26	14658	177.4	157.5
	"Massac County, IL"	"17127"	"2017"	"2017"	27	14344	188.2	150.7
	"Massac County, IL"	"17127"	"2018"	"2018"	20	14080	142.0	116.3
	"Menard County, IL"	"17129"	"2015"	"2015"	12	12444	Unreliable	Unreliable
	"Menard County, IL"	"17129"	"2016"	"2016"	24	12516	191.8	145.9
	"Menard County, IL"	"17129"	"2017"	"2017"	23	12245	187.8	145.2
	"Menard County, IL"	"17129"	"2018"	"2018"	23	12288	187.2	153.4
	"Mercer County, IL"	"17131"	"2015"	"2015"	17	15858	Unreliable	Unreliable
	"Mercer County, IL"	"17131"	"2016"	"2016"	25	15730	158.9	102.2
	"Mercer County, IL"	"17131"	"2017"	"2017"	31	15618	198.5	141.8
	"Mercer County, IL"	"17131"	"2018"	"2018"	44	15601	282.0	222.3
	"Monroe County, IL"	"17133"	"2015"	"2015"	48	33879	141.7	108.5
	"Monroe County, IL"	"17133"	"2016"	"2016"	48	34068	140.9	110.8
	"Monroe County, IL"	"17133"	"2017"	"2017"	58	34097	170.1	123.5
	"Monroe County, IL"	"17133"	"2018"	"2018"	51	34335	148.5	108.4
	"Montgomery County, IL"	"17135"	"2015"	"2015"	41	28898	141.9	105.0
	"Montgomery County, IL"	"17135"	"2016"	"2016"	43	28952	148.5	113.0
	"Montgomery County, IL"	"17135"	"2017"	"2017"	44	28790	152.8	103.9
	"Montgomery County, IL"	"17135"	"2018"	"2018"	51	28601	178.3	139.3
	"Morgan County, IL"	"17137"	"2015"	"2015"	47	34828	134.9	95.1
	"Morgan County, IL"	"17137"	"2016"	"2016"	48	34277	140.0	99.6
	"Morgan County, IL"	"17137"	"2017"	"2017"	45	33798	133.1	103.2
	"Morgan County, IL"	"17137"	"2018"	"2018"	52	33976	153.0	120.7
	"Moultrie County, IL"	"17139"	"2015"	"2015"	36	14931	241.1	184.7
	"Moultrie County, IL"	"17139"	"2016"	"2016"	28	14827	188.8	118.7
	"Moultrie County, IL"	"17139"	"2017"	"2017"	29	14688	197.4	138.5
	"Moultrie County, IL"	"17139"	"2018"	"2018"	39	14717	265.0	183.5
	"Ogle County, IL"	"17141"	"2015"	"2015"	62	51659	120.0	96.7
	"Ogle County, IL"	"17141"	"2016"	"2016"	62	51273	120.9	108.0
	"Ogle County, IL"	"17141"	"2017"	"2017"	52	51063	101.8	93.6
	"Ogle County, IL"	"17141"	"2018"	"2018"	52	50923	102.1	83.2
	"Peoria County, IL"	"17143"	"2015"	"2015"	262	186221	140.7	121.2
	"Peoria County, IL"	"17143"	"2016"	"2016"	267	185006	144.3	123.5
	"Peoria County, IL"	"17143"	"2017"	"2017"	293	183011	160.1	137.6
	"Peoria County, IL"	"17143"	"2018"	"2018"	312	180621	172.7	149.5
	"Perry County, IL"	"17145"	"2015"	"2015"	27	21543	125.3	109.6
	"Perry County, IL"	"17145"	"2016"	"2016"	21	21357	98.3	92.1
	"Perry County, IL"	"17145"	"2017"	"2017"	24	21285	112.8	89.9
	"Perry County, IL"	"17145"	"2018"	"2018"	26	21174	122.8	106.8
	"Piatt County, IL"	"17147"	"2015"	"2015"	13	16387	Unreliable	Unreliable
	"Piatt County, IL"	"17147"	"2016"	"2016"	19	16560	Unreliable	Unreliable
	"Piatt County, IL"	"17147"	"2017"	"2017"	27	16445	164.2	149.9
	"Piatt County, IL"	"17147"	"2018"	"2018"	17	16396	Unreliable	Unreliable
	"Pike County, IL"	"17149"	"2015"	"2015"	31	15989	193.9	138.4
	"Pike County, IL"	"17149"	"2016"	"2016"	40	15950	250.8	156.6
	"Pike County, IL"	"17149"	"2017"	"2017"	41	15821	259.1	180.0
	"Pike County, IL"	"17149"	"2018"	"2018"	34	15611	217.8	138.9
	"Putnam County, IL"	"17155"	"2016"	"2016"	10	5611	Unreliable	Unreliable
	"Randolph County, IL"	"17157"	"2015"	"2015"	65	32852	197.9	157.9
	"Randolph County, IL"	"17157"	"2016"	"2016"	50	32621	153.3	125.4
	"Randolph County, IL"	"17157"	"2017"	"2017"	54	32423	166.5	131.0
	"Randolph County, IL"	"17157"	"2018"	"2018"	66	32106	205.6	163.5
	"Richland County, IL"	"17159"	"2015"	"2015"	35	16029	218.4	137.4
	"Richland County, IL"	"17159"	"2016"	"2016"	42	15930	263.7	169.7
	"Richland County, IL"	"17159"	"2017"	"2017"	30	15901	188.7	130.0
	"Richland County, IL"	"17159"	"2018"	"2018"	12	15763	Unreliable	Unreliable
	"Rock Island County, IL"	"17161"	"2015"	"2015"	202	146133	138.2	105.3
	"Rock Island County, IL"	"17161"	"2016"	"2016"	226	144784	156.1	116.5
	"Rock Island County, IL"	"17161"	"2017"	"2017"	236	144808	163.0	124.4
	"Rock Island County, IL"	"17161"	"2018"	"2018"	230	143477	160.3	119.4
	"St. Clair County, IL"	"17163"	"2015"	"2015"	304	264052	115.1	109.0
	"St. Clair County, IL"	"17163"	"2016"	"2016"	315	262759	119.9	112.3
	"St. Clair County, IL"	"17163"	"2017"	"2017"	375	262479	142.9	136.1
	"St. Clair County, IL"	"17163"	"2018"	"2018"	376	261059	144.0	132.2
	"Saline County, IL"	"17165"	"2015"	"2015"	41	24548	167.0	138.3
	"Saline County, IL"	"17165"	"2016"	"2016"	46	24307	189.2	150.7
	"Saline County, IL"	"17165"	"2017"	"2017"	46	24102	190.9	146.7
	"Saline County, IL"	"17165"	"2018"	"2018"	51	23906	213.3	172.1
	"Sangamon County, IL"	"17167"	"2015"	"2015"	273	198712	137.4	120.4
	"Sangamon County, IL"	"17167"	"2016"	"2016"	272	197499	137.7	115.3
	"Sangamon County, IL"	"17167"	"2017"	"2017"	307	196452	156.3	134.1
	"Sangamon County, IL"	"17167"	"2018"	"2018"	272	195348	139.2	115.8
	"Schuyler County, IL"	"17169"	"2015"	"2015"	11	7032	Unreliable	Unreliable
	"Schuyler County, IL"	"17169"	"2016"	"2016"	13	6923	Unreliable	Unreliable
	"Schuyler County, IL"	"17169"	"2017"	"2017"	11	7035	Unreliable	Unreliable
	"Schuyler County, IL"	"17169"	"2018"	"2018"	14	6907	Unreliable	Unreliable
	"Scott County, IL"	"17171"	"2015"	"2015"	10	5092	Unreliable	Unreliable
	"Shelby County, IL"	"17173"	"2015"	"2015"	33	21775	151.5	117.8
	"Shelby County, IL"	"17173"	"2016"	"2016"	25	21717	115.1	75.4
	"Shelby County, IL"	"17173"	"2017"	"2017"	30	21719	138.1	102.1
	"Shelby County, IL"	"17173"	"2018"	"2018"	40	21741	184.0	128.7
	"Stark County, IL"	"17175"	"2015"	"2015"	10	5788	Unreliable	Unreliable
	"Stark County, IL"	"17175"	"2016"	"2016"	11	5776	Unreliable	Unreliable
	"Stark County, IL"	"17175"	"2017"	"2017"	14	5434	Unreliable	Unreliable
	"Stephenson County, IL"	"17177"	"2015"	"2015"	64	45749	139.9	100.5
	"Stephenson County, IL"	"17177"	"2016"	"2016"	84	45624	184.1	133.9
	"Stephenson County, IL"	"17177"	"2017"	"2017"	77	45054	170.9	100.2
	"Stephenson County, IL"	"17177"	"2018"	"2018"	105	44753	234.6	144.5
	"Tazewell County, IL"	"17179"	"2015"	"2015"	181	134800	134.3	106.7
	"Tazewell County, IL"	"17179"	"2016"	"2016"	172	134385	128.0	103.4
	"Tazewell County, IL"	"17179"	"2017"	"2017"	178	133526	133.3	111.0
	"Tazewell County, IL"	"17179"	"2018"	"2018"	196	132328	148.1	115.9
	"Union County, IL"	"17181"	"2015"	"2015"	15	17408	Unreliable	Unreliable
	"Union County, IL"	"17181"	"2016"	"2016"	17	17212	Unreliable	Unreliable
	"Union County, IL"	"17181"	"2017"	"2017"	24	17000	141.2	126.1
	"Union County, IL"	"17181"	"2018"	"2018"	26	16841	154.4	123.4
	"Vermilion County, IL"	"17183"	"2015"	"2015"	106	79282	133.7	116.6
	"Vermilion County, IL"	"17183"	"2016"	"2016"	106	78111	135.7	122.3
	"Vermilion County, IL"	"17183"	"2017"	"2017"	121	77909	155.3	138.6
	"Vermilion County, IL"	"17183"	"2018"	"2018"	134	76806	174.5	144.9
	"Wabash County, IL"	"17185"	"2015"	"2015"	17	11542	Unreliable	Unreliable
	"Wabash County, IL"	"17185"	"2016"	"2016"	22	11492	191.4	130.6
	"Wabash County, IL"	"17185"	"2017"	"2017"	16	11489	Unreliable	Unreliable
	"Warren County, IL"	"17187"	"2015"	"2015"	26	17527	148.3	106.7
	"Warren County, IL"	"17187"	"2016"	"2016"	13	17378	Unreliable	Unreliable
	"Warren County, IL"	"17187"	"2017"	"2017"	24	17167	139.8	93.7
	"Warren County, IL"	"17187"	"2018"	"2018"	20	17032	117.4	97.0
	"Washington County, IL"	"17189"	"2015"	"2015"	33	14270	231.3	212.1
	"Washington County, IL"	"17189"	"2016"	"2016"	26	14154	183.7	148.1
	"Washington County, IL"	"17189"	"2017"	"2017"	21	14030	149.7	123.1
	"Washington County, IL"	"17189"	"2018"	"2018"	27	13995	192.9	146.0
	"Wayne County, IL"	"17191"	"2015"	"2015"	22	16423	134.0	107.7
	"Wayne County, IL"	"17191"	"2016"	"2016"	25	16396	152.5	122.6
	"Wayne County, IL"	"17191"	"2017"	"2017"	34	16495	206.1	146.8
	"Wayne County, IL"	"17191"	"2018"	"2018"	34	16332	208.2	155.1
	"White County, IL"	"17193"	"2015"	"2015"	22	14327	153.6	113.6
	"White County, IL"	"17193"	"2016"	"2016"	32	14292	223.9	142.1
	"White County, IL"	"17193"	"2017"	"2017"	27	13938	193.7	128.6
	"White County, IL"	"17193"	"2018"	"2018"	22	13665	161.0	105.9
	"Whiteside County, IL"	"17195"	"2015"	"2015"	78	57079	136.7	115.6
	"Whiteside County, IL"	"17195"	"2016"	"2016"	81	56536	143.3	104.8
	"Whiteside County, IL"	"17195"	"2017"	"2017"	81	56118	144.3	107.3
	"Whiteside County, IL"	"17195"	"2018"	"2018"	94	55626	169.0	122.6
	"Will County, IL"	"17197"	"2015"	"2015"	551	687263	80.2	88.0
	"Will County, IL"	"17197"	"2016"	"2016"	614	689529	89.0	96.3
	"Will County, IL"	"17197"	"2017"	"2017"	641	692661	92.5	98.5
	"Will County, IL"	"17197"	"2018"	"2018"	657	692310	94.9	100.5
	"Williamson County, IL"	"17199"	"2015"	"2015"	114	67466	169.0	143.4
	"Williamson County, IL"	"17199"	"2016"	"2016"	93	67560	137.7	116.6
	"Williamson County, IL"	"17199"	"2017"	"2017"	98	67328	145.6	123.6
	"Williamson County, IL"	"17199"	"2018"	"2018"	122	67056	181.9	148.4
	"Winnebago County, IL"	"17201"	"2015"	"2015"	488	287078	170.0	148.8
	"Winnebago County, IL"	"17201"	"2016"	"2016"	455	285873	159.2	143.2
	"Winnebago County, IL"	"17201"	"2017"	"2017"	419	284778	147.1	131.2
	"Winnebago County, IL"	"17201"	"2018"	"2018"	471	284081	165.8	149.2
	"Woodford County, IL"	"17203"	"2015"	"2015"	49	39227	124.9	104.1
	"Woodford County, IL"	"17203"	"2016"	"2016"	39	39140	99.6	85.7
	"Woodford County, IL"	"17203"	"2017"	"2017"	47	38726	121.4	86.6
	"Woodford County, IL"	"17203"	"2018"	"2018"	48	38463	124.8	100.6
	"Adams County, IN"	"18001"	"2015"	"2015"	26	34980	74.3	65.4
	"Adams County, IN"	"18001"	"2016"	"2016"	33	35232	93.7	84.9
	"Adams County, IN"	"18001"	"2017"	"2017"	40	35491	112.7	102.5
	"Adams County, IN"	"18001"	"2018"	"2018"	36	35636	101.0	86.0
	"Allen County, IN"	"18003"	"2015"	"2015"	447	368450	121.3	114.8
	"Allen County, IN"	"18003"	"2016"	"2016"	495	370404	133.6	128.6
	"Allen County, IN"	"18003"	"2017"	"2017"	494	372877	132.5	128.5
	"Allen County, IN"	"18003"	"2018"	"2018"	530	375351	141.2	135.1
	"Bartholomew County, IN"	"18005"	"2015"	"2015"	96	81162	118.3	109.1
	"Bartholomew County, IN"	"18005"	"2016"	"2016"	101	81402	124.1	113.4
	"Bartholomew County, IN"	"18005"	"2017"	"2017"	114	82040	139.0	132.7
	"Bartholomew County, IN"	"18005"	"2018"	"2018"	97	82753	117.2	110.3
	"Benton County, IN"	"18007"	"2018"	"2018"	10	8653	Unreliable	Unreliable
	"Blackford County, IN"	"18009"	"2015"	"2015"	28	12298	227.7	185.9
	"Blackford County, IN"	"18009"	"2016"	"2016"	25	12149	205.8	177.2
	"Blackford County, IN"	"18009"	"2017"	"2017"	18	11976	Unreliable	Unreliable
	"Boone County, IN"	"18011"	"2015"	"2015"	69	63344	108.9	109.4
	"Boone County, IN"	"18011"	"2016"	"2016"	84	64653	129.9	130.8
	"Boone County, IN"	"18011"	"2017"	"2017"	81	65875	123.0	129.2
	"Boone County, IN"	"18011"	"2018"	"2018"	73	66999	109.0	115.2
	"Brown County, IN"	"18013"	"2015"	"2015"	20	14977	133.5	136.1
	"Brown County, IN"	"18013"	"2016"	"2016"	18	14912	Unreliable	Unreliable
	"Brown County, IN"	"18013"	"2017"	"2017"	18	15035	Unreliable	Unreliable
	"Brown County, IN"	"18013"	"2018"	"2018"	19	15234	Unreliable	Unreliable
	"Carroll County, IN"	"18015"	"2015"	"2015"	18	19856	Unreliable	Unreliable
	"Carroll County, IN"	"18015"	"2016"	"2016"	24	19970	120.2	99.7
	"Carroll County, IN"	"18015"	"2017"	"2017"	35	20039	174.7	146.7
	"Carroll County, IN"	"18015"	"2018"	"2018"	26	20127	129.2	120.7
	"Cass County, IN"	"18017"	"2015"	"2015"	54	37979	142.2	122.6
	"Cass County, IN"	"18017"	"2016"	"2016"	51	37946	134.4	119.0
	"Cass County, IN"	"18017"	"2017"	"2017"	59	37994	155.3	131.8
	"Cass County, IN"	"18017"	"2018"	"2018"	71	37955	187.1	160.1
	"Clark County, IN"	"18019"	"2015"	"2015"	162	115371	140.4	136.6
